Sr No,School Name,School Number,School Directer,Address,City,Province,Code postal,Phone Number,Fax Number,Region,School Email,Website
2557,"Mabin School, The",881090,Simone Gravesande,50 Poplar Plains Road,Toronto,Ontario,M4V2M8,416-964-9594,416-964-3643,Toronto Region,office@mabin.com,www.mabin.com
2558,MacLachlan College,881298,Michael Piening,2794 South Sheridan Way,Oakville,Ontario,L6J7T4,905-844-0372,,Central Region,mpiening@maclachlan.ca,www.maclachlan.ca
2559,MacLachlan College Lower School,665698,Jacki Bright,337 Trafalgar Road,Oakville,Ontario,L6J3H3,905-844-0372,,Central Region,jbright@maclachlan.ca,www.maclachlan.ca
2560,Macdonald-Cartier Academy,875341,jean mantha,270 Crichton St,Ottawa,Ontario,K1M1W4,613-744-8898,613-744-2150,East Region,mcaint@bellnet.ca,http://www.mcacademy.ca/
2561,Macton Parochial School,887722,Mary Martin,4783 Lavery Road 1,Wallenstein,Ontario,N0B2S0,,,West Region,,
2562,Madaniyya Academy,668301,Mahmad Zakariya Desai,3930 Nashua Drive,Mississauga,Ontario,L4V1M5,647-781-7313,,Central Region,jameahmadaniyya@gmail.com,
2563,Madina Academy,667977,Shibli Russel,2680 Lawrence Avenue East,Scarborough,Ontario,M1P4Y4,647-721-0664,647-947-2789,East Region,madinaacademys@gmail.com,www.madinaacademys.com
2564,Madinatul Uloom Academy - Scarborough,882911,Sofia Sirajunnisa,670 Progress Avenue,Toronto,Ontario,M1H3A4,416-332-1810,416-332-0470,East Region,info@mua.ca,www.mua.ca
2565,Madinatul Uloom Academy Inc,666972,Noor Rehman,710 Progress Ave,Scarborough,Ontario,M1H2X3,416-332-9428,416-332-0470,East Region,info@mua.ca,www.mua.ca
2566,Madinatul-Uloom Academy,877492,Nilofar Asif,670 Progress Ave,Scarborough,Ontario,M1H3A4,416-332-9428,416-332-0470,East Region,info@mua.ca,www.mua.ca
2567,Madresatul Banaat Almuslimaat,876259,Syed Qadri,10 Vulcan St,Etobicoke,Ontario,M9W1L2,416-244-8600,416-244-0059,Central Region,madresatul@yahoo.com,
2568,Magnificent Minds,668504,Alexandra Dezenhouse,37 Southbourne Avenue,Toronto,Ontario,M3H1A4,647-404-6349,,Central Region,Alley@MagnificentMinds.ca,www.magnificentminds.ca
2569,Maingate Islamic Academy,665700,Abeer Mowafy,5280 Maingate Drive,Mississauga,Ontario,L4W1G5,905-629-4764,905-629-4256,Central Region,info@maingateislamicacademy.com,www.maingateislamicacademy.com
2570,Makes Height School,883755,Ted Brennan,50 Queen St W,Brampton,Ontario,L6V1A2,647-948-9108,647-748-8618,Central Region,makesheightschool@gmail.com,
2571,Makki Islamic Learning Centre,669285,Aslam Kalair,8450 TORBRAM RD,BRAMPTON,Ontario,L6T4M9,647-478-8340,647-478-8350,Central Region,admin@bramptonmakkimasjid.com,http://bramptonmakkimasjid.com/services.Makki.Islamic.Learning.Centre.htm
2572,Malvern Montessori School,883812,Suwendrini Nirmalchandran,10 Sewells Rd,Scarborough,Ontario,M1B3G5,416-724-8900,,East Region,info@malvernmontessorischool.com,
2573,Mamawmatawa Holistic Education Centre,667528,Stephanie Sutherland,2 Musko Rd Road,Constance Lake,Ontario,P0L1B0,705-463-1199,705-463-2077,North Region,gaetan.baillargeon@mhec.education,www.clfn.on.ca
2574,Manar Academy,884318,Eram Butt,1477 Sydenham Road,Kingston,Ontario,K7L4V4,613-876-8684,,East Region,manarislamiccenter@gmail.com,https://manarislamiccentre.ca/
2575,Manor Montessori School,877859,Dana Stewart,909 Mount Pleasant Rd,Toronto,Ontario,M4P2Z6,416-488-4218,416-488-5830,Toronto Region,info@manormontessorischool.com,www.manormontessori.com
2576,Maple Bear International School Toronto,667088,John O'Donnell,1003 University Avenue,Toronto,Ontario,M5J1T1,416-433-2549,,Toronto Region,international.toronto@maplebear.ca,www.maplebeartoronto.ca
2577,Maple Children's Montessori School,668939,Gary Carrera,10175 Keele Street,Maple,Ontario,L6A3Y9,905-832-6665,,Central Region,mcms.1998@yahoo.ca,maplechildrensmontessori.com
2578,Maple Crest Early School Ltd.,665008,Shannon McNevin,49 Highway 20 West,Fonthill,Ontario,L0S1E0,905-892-4865,,West Region,maplecrestearlyschool@hotmail.com,
2579,Maple Dell School,881377,Mahion Shetler,260550 Maple Dell N0J 1P0,Norwich,Ontario,N0J1P0,,,West Region,,
2580,Maple Drive Parochial,885665,Miriam Horst,6784 First Line W,Elora,Ontario,N0B1S0,,,West Region,,
2581,Maple Grove Amish Parochial School,877905,MaryAnn Zehr,2849 Bruce Road 15 1,Tiverton,Ontario,N0G2T0,,,West Region,,
2582,Maple Grove Parochial,887730,Grace Frey,5737 Buehler Line 1,Wallenstein,Ontario,N0B2S0,,,West Region,,
2583,Maple Grove Parochial School,665776,Rudy Gingerich,38725 Belfast Road 3,Wingham,Ontario,N0G2W0,,,West Region,,
2584,Maple Lane,885156,Saloma Brubacher,45262 Salem Road 2,Clifford,Ontario,N0G1M0,,,West Region,,
2585,Maple Leaf Collegiate,884710,Abigail Dong,4002 Sheppard Avenue East,Scarborough,Ontario,M1S4R5,647-351-1688,647-351-1688,East Region,info@mapleleafcollegiate.ca,mapleleafcollegiate.ca
2586,Maple Leaf Secondary School,666204,Yasir Nasir,4168 Finch Avenue East,Scarborough,Ontario,M1S5H6,647-409-8972,,Central Region,yasirnasir5@gmail.com,https://mapleleafss.com/
2587,Maple Queen Academy,884209,Kevin Dong,2620 Simcoe St N,Oshawa,Ontario,L1L0R1,905-995-1828,,East Region,kevindong@nomiedu.com,
2588,Maple Ridge Academy,669802,Yan Fu,1550 SOUTH GATEWAY RD.,Mississauga,Ontario,L4W5G6,905-282-9889,,Central Region,info@mapleridgeacademy.com.,mapleridgeacademy.com
2589,Maple Root Academy,668847,Rana Hafiz,5 -211 Dunwin Drive,Mississauga,Ontario,L5L3C1,905-607-6313,,Central Region,maplerootacademy@gmail.com,
2590,Maple View Parochial School,883140,Kimberly Horst,9542 Arthur Con 6 N 6,Mount Forest,Ontario,N0G2L0,519-323-3947,,West Region,,
2591,Maple World Academy,665059,Christian Bayly,209 Lichen Crescent,Oshawa,Ontario,L1J7W2,647-818-6479,,East Region,christian.bayly@gmail.com,
2592,Maplebridge International School,667794,LAMA AL RIHANI DIT TALLAJ,100 King Street West St,Toronto,Ontario,M5X1C7,437-881-6906,,Toronto Region,Lamatallaj@Can-bridge.ca,WWW.MAPLEBRIDGESCHOOL.COM
2593,Maplebrook Virtual School,886814,Elnaz Sedaghatalvar,95 Hidden Trail Ave,Richmond Hill,Ontario,L4C0H1,647-858-2565,,Central Region,elnaz.alvar@gmail.com,
2594,Mapleton Meadow Parochial School,883498,Erla Horst,8249 Wellington Road 86 3,Listowel,Ontario,N4W3G8,,,West Region,,
2595,Mapleview,889717,Brianna Warkentin,5026 Line 10 RR 1,St Marys,Ontario,N4X1C4,519-229-6324,519-229-6346,West Region,mapleviewschool@gmail.com,
2596,Mapleview Christian Academy,666644,Brooke Davis,300 Mapleview Drive,Barrie,Ontario,L4N9E7,705-735-6423,,Central Region,Bdavis@mapleviewchristianacademy.com,www.mapleviewchristianacademy.com
2597,Maplewood Academy,882656,Bryan Ho,28 Fairlawn AVE,Toronto,Ontario,M5M1S7,416-848-0882,,Central Region,bryan.ho@maplewoodacademy.net,https://www.maplewoodacademy.net/
2598,Maranatha Christian Academy,883590,Jerilee Sharpe Preston,939 Northwood Street,Windsor,Ontario,N9E1A2,519-966-7424,519-966-9519,West Region,wkogel@maranathachristian.ca,www.maranathachristian.ca
2599,Maranatha Christian Day School,882271,Stephan Gingerich,31 John St,Drayton,Ontario,N0G1P0,519-638-2446,,West Region,horstryan@hotmail.com,
2600,Maranatha Christian School,888338,Richard Hoeksema,8037 Wellington Rd 19,Fergus,Ontario,N1M2W4,519-843-3029,519-843-4711,West Region,office@mcsfergus.ca,mcsfergus.ca
2601,March Academy Private School,666556,Michael Kennedy,325 Sandhill Rd 1,Kanata,Ontario,K2K1X7,613-592-3398,,East Region,information@marchacademy.ca,www.marchacademy.ca
2602,Marey Academy,885243,Heba Said Marey,1155 North Service Rd W.,Oakville,Ontario,L6M3E3,647-809-1218,,Central Region,hebasaid06@gmail.com,https://mareyaacademy.com/
2603,Maria Montessori School Inc.,884740,Alanah Dickson,125 Brentcliffe Road,Toronto,Ontario,M4G3Y7,416-423-9123,416-423-7819,Toronto Region,mariamontessori@bellnet.ca,www.mariamontessori.ca
2604,Marifah School,669366,NurulEmaan Ameen,1586 Stittsville Main,Ottawa,Ontario,K2S1P1,343-202-2320,,East Region,info@marifah.ca,www.marifah.ca
2605,Marigold Hollow Parochial School,668779,Henry Weber,7573 Sideroad 3 East 6,Mount Forest,Ontario,N0G2L0,519-323-3975,,West Region,,
2606,Mariyah Islamic School,880032,Mariam Khan,3665 Lawrence Ave. East Ave,Scarborough,Ontario,M1G1P7,416-298-4008,416-298-0199,East Region,mariyahschool@yahoo.com,www.mariyahschool.ca
2607,Markham Waterloo Continuing Education,884125,Matthew Frey,7758 Wellington Road 8 2,Alma,Ontario,N0B1A0,519-998-0657,,West Region,m-kfrey@mwpol.ca,
2608,Marlborough Academy,884618,Margaret MOUNTAIN,6408 Malakoff Rd,North Gower,Ontario,K0A2T0,613-293-0799,,East Region,fxmountain@hotmail.com,
2609,Marshy Breezes Parochial School,665107,Kaitlyn Zehr,601281 Sideroad 8 4,Chesley,Ontario,N0G1L0,,,West Region,,
2610,"Mary, Mother of God School",876160,Gordon Nixon,1515A Queen St W,Toronto,Ontario,M6R1A5,416-531-7897,416-531-1026,Toronto Region,info@marymotherofgodschool.org,www.marymotherofgodschool.org
2611,Maryvale Academy of Ottawa,668870,Helena Champion,2191 Benjamin Avenue,OTTAWA,Ontario,K2A1P6,613-321-2186,613-454-8167,East Region,principal@maryvaleacademy.ca,http://www.maryvaleacademy.ca/
2612,Matawa Education & Care Centre,888751,Brad Battiston,200 Lille Street North ST,THUNDER BAY,Ontario,P7C5Y2,807-768-3300,807-768-3301,North Region,bbattiston@matawaeducation.ca,www.matawaeducation.com
2613,Mater Boni Consilii Academy,667120,Michael Aguiar,1225 Rebecca Street,Oakville,Ontario,L6L1Z1,416-700-9733,,Central Region,maguiar@mbcahalton.com,www.mbcahalton.com
2614,Matrix Academy,665181,Inna Minuk,216 Goddard Street,toronto,Ontario,M3H5E8,647-291-0085,,Central Region,matacademy@hotmail.com,www.matrix-academy.ca
2615,Matthews Hall,885754,Christopher White,1370 Oxford St W,London,Ontario,N6H1W2,519-471-1506,,West Region,white.c@matthewshall.ca,http://matthewshall.ca
2616,Maxfield Academy,665300,Tim Chen,155 Mostar Street,Whitchurch-Stouffville,Ontario,L4A0Y2,647-998-9419,,Central Region,timchen@maxfieldacademy.com,maxfieldacademy.com
2617,McCanny Secondary School,669808,Alireza Rafiee,1051 McNicoll Avenue,North York,Ontario,M1W3W6,416-491-5555,416-491-5555,East Region,office@mccannyschool.com,www.mccannyschool.com
2618,McCanny Secondary School (West Campus),669416,Aila Anghel,1100 Central Pkwy West,Mississauga,Ontario,L5B3C2,647-505-2313,416-491-5555,Central Region,normanzhu@mccannyschool.com,www.mccannyschool.com
2619,McDonald International Academy,876674,Mohammad Almatar,920 Yonge St,Toronto,Ontario,M4W3C7,416-322-1502,416-322-5775,Toronto Region,mia@mcdonaldacademy.com,http://www.mcdonaldacademy.com
2620,McIntosh Valley,668558,Israel Martin,1208 Huron-Bruce Road 1,Clifford,Ontario,N0G1M0,,,West Region,,
2621,Meadow Brook,669767,Mahion Shetler,284989 Pleasant Valley Road,Norwich,Ontario,N0J1P0,,,West Region,,
2622,Meadow Crest Parochial School,883126,Vera Dyer,"927 Statters Lake Avenue, RR 1",Holyrood,Ontario,N0G2B0,,,West Region,,
2623,Meadow Green Academy - Lakeshore,881969,Georganne MacKenzie,1884 Lakeshore Road West,Mississauga,Ontario,L5J1J7,905-822-7479,905-822-4002,Central Region,LorieMoreau1@gmail.com,www.meadowgreenacademy.ca
2624,Meezan School,884428,Omar Abdool,286 Water Street,Guelph,Ontario,N1G1B8,519-265-0306,519-265-5358,West Region,main.office@meezanschool.com,www.meezanschool.com
2625,Meno Biimadeswin Adult Education & Training Centre,669286,Jacqueline Corbett,523 Algoma Street N,Thunder Bay,Ontario,P7A5C2,807-768-4470,807-768-4471,North Region,kkets-reception@matawa.on.ca,https://www.kkets.ca/
2626,Mentor College,882291,Randy Hall,40 Forest Ave,Mississauga,Ontario,L5G1L1,905-271-3393,905-271-8367,Central Region,admin@mentorcollege.edu,http://www.mentorcollege.edu
2627,Mentor College Primary Campus,667590,Leeanne Talarico,56 Cayuga Avenue,Mississauga,Ontario,L5G3S9,905-271-7100,905-271-8076,Central Region,56cayuga@mentorcollege.edu,www.mentorcollege.edu
2628,Mentor's Academy,669501,Monjur Morshed,115 Lebovic Avenue,Toronto,Ontario,M1L0J2,647-780-8811,,Toronto Region,contact@mentorsacademy.ca,www.mentorsacademy.ca
2629,Merit College,668578,Joe Lu,,,,,,,Central Region,,
2630,Merit College Online,882564,Sonu Bhutani,3601 Hwy 7 Suite 808,Markham,Ontario,L3R0M3,905-604-2915,,Central Region,adm@meritedu.ca,
2631,Merriam High School,885904,Rumiko Sokolowski,2359 Bristol Circle,Oakville,Ontario,L6H6P8,905-829-2020,,Central Region,highschool@merriammusic.com,https://highschool.merriammusic.com/
2632,Mesivta Thornhill,882521,Andrew Palamarchuk,7555 Bathurst St.,Thornhill,Ontario,L4J2K3,647-999-2456,,Central Region,info@ohrtemimim.com,
2633,Metamorphosis Greek Orthodox School,877654,Anna Saradidis,30 Scarsdale Rd,Toronto,Ontario,M3B2R7,416-463-7222,416-463-2971,Central Region,info@mgos.ca,www.mgos.ca
2634,Metro International Secondary Academy,886696,Mary Elizabeth Lecours,2 Simonston BLVD,THORNHILL,Ontario,L3T4L1,905-597-4567,,Central Region,info@metroacademy.ca,www.metroacademy.ca
2635,Metro Virtual Academy,669884,Ashok Madan,3195 Sheppard Avenue East,Scarborough,Ontario,M1T3K1,647-977-9749,,East Region,contact@metrovirtualacademy.com,https://www.metrovirtualacademy.com/
2636,Metropolitan College,883137,Tien Minh Khoi Vu,38 Bernard Street,Hamilton,Ontario,L8H6C7,905-529-5000,,West Region,admin@mymc.ca,www.mymc.ca
2637,Metropolitan Preparatory Academy,882070,Ryan Seeley,1 Duncan Mill Road,Toronto,Ontario,M3B1Z2,416-285-0870,416-285-0873,Central Region,wmckelvey@metroprep.com,www.metroprep.com
2638,Middlebrook Parochial School,665576,Eva Horst,6534 8th Line W 1,Elora,Ontario,N0B1S0,519-323-4298,,West Region,,
2639,Migisi Sahgaigan School,663205,Sarah Friesen,42 School Road,Eagle Lake First Nation,Ontario,P0V3H0,807-755-5350,,North Region,principal@migisi.ca,www.eaglelakefirstnation.ca/community-service/migisi-sahgaigan-school/
2640,Migizi Miigwanan Secondary School,663375,Jennifer Dunbar,"100 Marten Road Road, LL58FN",Longlac,Ontario,P0T2A0,807-876-9607,807-876-4219,North Region,,
2641,Mikinaak Onigaming School,663697,Alonzo Pittman,212 Mikinaak Drive,Nestor Falls,Ontario,P0X1K0,807-484-2510,807-484-2352,North Region,shannonk@onigamingschool.com,
2642,"Mildenhall School, The",887964,Nicholas Raymond,35 OURLAND AVE,ETOBICOKE,Ontario,M8Z4E1,416-259-2822,,Toronto Region,christine@mildenhallmontessori.com,www.mildenhallmontessori.com
2643,Millers School,887502,Alvin Shetler,244635 Milldale Road 1,Otterville,Ontario,N0J1N0,,,West Region,,
2644,Millpond Academy,880445,Julie Millward,11 Vincent Street,Innerkip,Ontario,N0J1M0,519-781-7389,,West Region,millpondacademywoodstock@gmail.com,
2645,Milton Christian School,886543,Howard Martin,45 Bruce Street,Milton,Ontario,L9T2L5,905-878-0550,,Central Region,principal@miltonchristianschool.com,www.miltonchristianschool.com
2646,"MindTech Academic Schools, Inc",666408,Charles Li,1 Dickson Hill Rd,Markham,Ontario,L3P3J3,905-640-5333,905-640-0944,Central Region,info@mindtechschools.com,www.mindtechschools.com
2647,Mindview Academy,668579,Abdelsamie Hamed,2900 Steeles Ave East,Thornhill,Ontario,L3T4X1,905-370-2201,,Central Region,admin@mindviewacademy.com,mindviewacademy.com
2648,Mindware Academy,665135,Susan Mancini,985 PINECREST RD,OTTAWA,Ontario,K2B6B4,613-882-3449,,East Region,mancini.susanj@gmail.com,www.mindware.ca
2649,Mindwerx4kids Learning Centre,883933,Denise Martyn,76 Anglesey Blvd.,Etobicoke,Ontario,M9A3C1,416-231-6945,416-231-7332,Toronto Region,dmartyn@mindwerx4kids.ca,www.mindwerx4kids.ca
2650,Minto Meadow Parochial School,875180,Mary Lynn Weber,6497 Tenth Line 1,Harriston,Ontario,N0G1Z0,,,West Region,,
2651,Missing Links Academy,665790,Amardeep Badwall,2317 FAIRVIEW ST,BURLINGTON,Ontario,L7R2E3,289-337-0555,289-337-5231,West Region,info@missinglinks.ca,http://www.missinglinks.ca/
2652,Mississauga Christian Academy,880647,Kevin Yee,2720 Gananoque Drive,Mississauga,Ontario,L5N2R2,905-826-4114,905-567-5874,Central Region,info@mcalearn.com,http://www.mcalearn.com
2653,Mississauga First Nation Adult Education,668852,Stacey Schellekens,148 Village Road,Blind River,Ontario,P0R1B0,705-356-3197,705-356-1867,North Region,stacey@mississaugi.com,www.mississaugi.com
2654,Mississauga Secondary Academy,667051,Fang Liu,33 City Centre Drive,Mississauga,Ontario,L5B2N5,905-232-0672,905-232-1672,Central Region,principal@msaedu.ca,www.msaedu.ca
2655,Mizhakiiwetung Memorial,663719,Gay McDonald,General Delivery,White Dog,Ontario,P0X1P0,807-219-1547,807-927-2176,North Region,wea_vp@yahoo.ca,
2656,Modern Montessori Academy,668371,Areej Hamou,74 Florence Dr,OAKVILLE,Ontario,L6K1V6,226-246-1506,,Central Region,areejhamou76@gmail.com,
2657,Monarch Academy,886414,Agnesha Mieczkowski,626 Burnhamthorpe,Mississauga,Ontario,L5B2C4,416-537-3724,,Central Region,info@monarch-academy.ca,monarch-academy.ca
2658,Montcrest School,886955,Patricia MacDonald,658 Broadview Avenue,Toronto,Ontario,M4K2P1,416-469-2008,416-469-0934,Toronto Region,info@montcrest.ca,montcrest.ca
2659,Montessori Academy of London,887919,Kristine Brown,719 Waterloo Street,London,Ontario,N6A3W1,519-433-9121,519-433-8941,West Region,info@montessori.on.ca,http://www.montessori.on.ca
2660,Montessori Casa Private School and Childcare Ltd.,668872,Nida Khan Vadera,1203 Dri St. Martin's,Pickering,Ontario,L1W1N9,647-996-6432,,East Region,vadera.nida@gmail.com,www.montessori-casa.com
2661,Montessori Eco Academy,669043,Meghan Dunlop,21799 Fargo Road,Chatham,Ontario,N7M1G3,519-437-7528,,West Region,montessoriecoacademy@gmail.com,
2662,Montessori Jewish Day School,665711,Matthew Cooper,55 Yeomans Rd,Toronto,Ontario,M3H3J7,416-784-5071,416-784-2049,Central Region,sarit@mjds.ca,http://www.mjds.ca
2663,Montessori Leaders School,668375,Yomna Awad,20 RED MAPLE DR,BRAMPTON,Ontario,L6X4N7,905-455-7758,905-455-8559,Central Region,info@montessorileaders.ca,www.montessorileaders.ca
2664,Montessori Learning Centre,882917,Nicola Phillips-Reece,401 Kingston Rd,Pickering,Ontario,L1V1A3,905-509-1722,905-509-8283,East Region,info@montessorilearningcentre.com,www.mlcp.ca
2665,Montessori School of Cambridge,665379,Theresa Dejmek,7 Roseview Avenue,Cambridge,Ontario,N1R4A5,519-622-1470,,West Region,principal@montessoricambridge.com,www.montessoricambridge.com
2666,Montessori School of Kleinburg,666440,Vincenza Marzano,10515 27 Highway,Kleinburg,Ontario,L0J1C0,905-893-0560,905-893-9374,Central Region,admin@msk2002.com,www.msk2002.com
2667,Montessori School of Milton Inc,669398,Amjad Saddique,336 Bronte Street S,Milton,Ontario,L9T7W6,905-876-4001,,Central Region,montessori.milton@outlook.com,www.montessorischoolofmilton.com
2668,Montessori in the Woods,667489,Hana Todorova,998 Rd Indian,Mississauga,Ontario,L5H1R5,416-887-9096,,Central Region,montessoriinthewoods@gmail.com,montessoriinthewoods@gmail.com
2669,Moose Factory Academy,877301,Barbara Chum,18 North,Moose Factory,Ontario,P0L1W0,705-658-4677,705-658-5271,North Region,mface@ontera.net,
2670,Morning Star Christian School,888583,Connie Martin,4088 Perth Line 72,Millbank,Ontario,N0K1L0,519-595-4831,519-595-4381,West Region,,
2671,Morningstar Online School,889055,Christian Bayly,209 Lichen Cres,Oshawa,Ontario,L1J7W2,647-818-6479,,East Region,christian.bayly@gmail.com,www.amethystacademy.online
2672,Mosedale Secondary School,669707,Stephen Siu,7300 Warden Avenue,Markham,Ontario,L3R9Z6,416-826-6883,,Central Region,info@mosedale.ca,www.mosedale.ca
2673,Mother Earth's Learning Village,884173,Stephanie Kozak,797 Middletown Road,Waterdown,Ontario,L0R2H2,289-244-4732,,West Region,motherearthlearningvillage@gmail.com,
2674,Mount Hope Parochial School,885615,Carolyn Martin,1128 Elderslie Arran Townline,Dobbinton,Ontario,N0H1L0,519-934-1408,,West Region,,
2675,Mount Salem Christian School,884227,Jonathan Pollnow,6560 Springfield Road 6,Aylmer,Ontario,N5H2R5,519-765-3555,,West Region,info@mtscs.ca,www.mtscs.ca
2676,Mount Sinai Education,882392,Shehreen Zaman,50 Burnhamthorpe Rd W #86,Mississauga,Ontario,L5B3C2,647-835-7925,,Central Region,support@mathproject.ca,
2677,Moving Art,885416,Carla Tucker,125 Anne St. S,Barrie,Ontario,L4N7B6,705-792-2877,,Central Region,info@movingart.ca,www.movingart.ca
2678,Mulberry Waldorf School,665100,Carlina Heins,25 Markland St,Kingston,Ontario,K7K1S2,613-542-0669,613-542-0667,East Region,administrator@mulberrywaldorfschool.ca,www.mulberrywaldorfschool.ca
2679,Muskoka Christian School,880043,Michael Meinema,370 South Mary Lake Rd,Port Sydney,Ontario,P0B1L0,705-385-2847,705-219-9739,Central Region,mcs@muskoka.com,http://www.muskokachristianschool.com
2680,Muskoka Montessori School,878537,Jackie Farley,228 Chub Lake Rd,Huntsville,Ontario,P1H1S4,705-788-3802,705-788-3802,Central Region,info@muskokamontessori.ca,www.muskokamontessori.ca
2681,My First Montessori School,668664,Rishi Bhayani,Unit C - 11210 Creditview Road,Brampton,Ontario,L7A4X3,289-401-0650,,Central Region,info@myfirstmontessori.ca,
2682,NOIC Academy,667013,Mark Lee,50 Featherstone Ave,Markham,Ontario,L3S2H4,905-472-2002,,East Region,info@noic.ca,www.noic.ca
2683,NORTH CARIBOU LAKE FIRST NATION HIGH SCHOOL,663405,Kendra Quequish,200 WHITEFISH LAKE ROAD,WEAGAMOW LAKE,Ontario,P0V2Y0,807-469-1397,807-469-1493,North Region,richard.llanera@yahoo.com,
2684,NPU Canada,882700,Scott McLeod,4789 Yonge Street,North York,Ontario,M2N0G3,416-402-7462,,Toronto Region,info@npucanada.com,npucanada.com
2685,NSRIC International School in Toronto,665414,"Abdul Fattah, Nazmul Haq",1610 Finley Crescent,London,Ontario,N6G0T1,519-860-4462,,West Region,enamulh@nsric.ca,www.nistonline.ca
2686,Nancy Campbell Academy,876623,Gordon Naylor,45 Waterloo Street South,Stratford,Ontario,N5A4A8,519-272-1900,,West Region,info@nancycampbell.ca,http://www.nancycampbell.ca
2687,National E School,886726,Kevin Huang,230 St Clair Ave W,Toronto,Ontario,M4V1R5,647-351-6040,,Toronto Region,info@neschool.ca,https://nationales.ca
2688,National Ski Academy,884949,Joanne Hale,200 Oak St,Collingwood,Ontario,L9Y2Y1,705-444-1617,705-444-2685,Central Region,info@nsa.on.ca,www.nsa.on.ca
2689,Nature School and Education Centre,880133,Jennifer Grimes,4410 Cave Spring Road,Beamsville,Ontario,L0R1B0,289-990-2939,,West Region,natureschoolniagara@gmail.com,www.natureschoolniagara.com
2690,Nature's Access Forest School,665241,,37360 Lake Line,Port Stanley,Ontario,N5L1J1,905-715-6844,,West Region,amandalynn99.aw@gmail.com,www.naturesaccessforestschool.com
2691,Nbisiing Secondary School,663824,Lacy Farrell,469B Couchie Memorial Drive,North Bay,Ontario,P1B8G5,705-497-9938,705-497-0389,North Region,admin@nbisiing.com,http://www.nbisiing.com
2692,Ner Israel Yeshiva,887269,Jory Vernon,250 Bathurst Glen,Thornhill,Ontario,L4J8A7,905-731-1224,905-731-2104,Central Region,jvernon@neryisroel.org,
2693,Neskantaga Education Centre High School,664570,"Emmanuel Ogor, Mdabdus Salam",100 School Road,Lansdowne House,Ontario,P0T1Z0,807-479-2757,,North Region,mdabdus.salam@neskantaga.com,
2694,Netamisakomik Centre for Education,663883,Michael Rethazi,627 6th Street,Mobert,Ontario,P0M2J0,807-822-2011,807-822-2710,North Region,michael.rethazi@picmobert.ca; monique.brownlee@picmbobert.ca,
2695,Netivot Hatorah Day School,883239,Reesa Bacher-Karch,18 Atkinson Ave,Thornhill,Ontario,L4J8C8,905-771-1234,905-771-1807,Central Region,pbharath@netivot.com,http://www.netivot.com
2696,Neustadt Horizon Parochial School,883281,Megan Weber,032226 Sideroad 5 1,Ayton,Ontario,N0G1C0,,,West Region,,
2697,New Beginnings Christian Learning Academy,882021,Iris Lam,1140 Gorham St.,Newmarket,Ontario,L3Y8W4,416-904-0404,,Central Region,i.lam@nbcla.ca,www.nbcla.ca
2698,New City Academy,665191,Roger Corriveau,190 Lynden Road,Brantford,Ontario,N3R8A3,519-759-7990,,West Region,roger.corriveau@newcityacademy.ca,
2699,New Covenant Church School,876879,Sunil Maryil,1800 Ellesmere Rd,Toronto,Ontario,M1H2V5,416-289-4401,416-289-4401,East Region,sunilmaryil@gmail.com,
2700,New Earth Wonders,886876,Angela Sena,59 Kingdom Street,Toronto,Ontario,M9P1W4,647-525-1789,,Toronto Region,newearthwonders@gmail.com,
2701,New Haven Learning Centre,878308,Sandra Hughes,301 Lanor Ave,Etobicoke,Ontario,M8W2R1,416-259-4445,,Central Region,info@newhavencentre.com,newhavencentre.com
2702,New Hope Baptist School,886552,Greg Friesen,56675 Green Line Road,Tillsonburg,Ontario,N4G4V1,519-842-3251,,West Region,gfrisen@newhopetillsonburg.com,
2703,New Jerusalem Parochial,887587,Lovina Martin,1505 Scotch Line Road 2,Elmira,Ontario,N3B2Z2,,,West Region,,
2704,New Life Christian Academy,885249,Maria Santos,1571 Innisfil Beach Rd,Innisfil,Ontario,L9S4B3,647-654-9800,,Central Region,Newlifechristianacademybarrie@gmail.com,Newlifechristianacademy.ca
2705,Newmarket & District Christian Academy,880493,Natalie Collins,221 Carlson Drive,Newmarket,Ontario,L3Y3H4,905-895-1199,,Central Region,ndca-office@ndca.ca,http://www.ndca.ca
2706,Newmarket Montessori Christian Academy,668190,karen Handy,145 Pony Drive,Newmarket,Ontario,L3Y7B5,289-500-7775,,Central Region,newmarketmontessori@outlook.com,https://www.nmainc.ca/
2707,Newton International College,883695,Rudy Maharaj,143 Willowdale Ave,North York,Ontario,M2N4Y5,416-613-9618,647-699-9289,Toronto Region,nicprincipalrudy@gmail.com,www.nictoronto.ca
2708,Newton Secondary Academy,666260,Rudy Maharaj,2F-143 Willowdale Ave,North York,Ontario,M2N4Y5,416-613-9618,,Toronto Region,yanny.zhong@nictoronto.ca,www.newtonvirtual.lilicampus.com/
2709,Newton's Grove School,889709,Cheri Grogan,6850 Goreway Drive,Mississauga,Ontario,L4V1V7,416-745-1328,,Central Region,info@newtonsgroveschool.com,www.newtonsgroveschool.com
2710,Newton's Grove School Etobicoke Primary Campus,669679,Eva Diab,6850 Str Bloor,Etobicoke,Ontario,M9B1M3,416-294-0198,,Toronto Region,cgrogan@newtonsgroveschool.com,www.newtonsgroveschool.co
2711,Niagara Centre Academy,665460,Jane Li,4760 Epworth Circle,Niagara Falls,Ontario,L2E1C6,905-513-1685,206-339-2994,West Region,info@jlicentre.com,
